post_id,post_datetime,platform,content_type,category,impressions,reach,likes,comments,shares,saves,link_clicks,date,year,month,month_name,week,day_of_week,hour,quarter,time_slot,total_engagement,engagement_rate,reach_rate,ctr,performance_tier
POST_0303,2023-07-19 05:28:00,Facebook,Text,Promotion/Sale,2825,1878,99,13,3,0,40,2023-07-19,2023,7,Jul,29,Wednesday,5,3,Night (22-5),115,6.12,66.48,1.42,Needs Improvement
POST_0304,2023-05-16 08:31:00,Instagram,Story,Product Launch,22119,16418,734,76,60,17,203,2023-05-16,2023,5,May,20,Tuesday,8,2,Morning (6-11),887,5.4,74.23,0.92,Needs Improvement
POST_0305,2023-08-21 08:14:00,Instagram,Image,Tutorial,40079,32851,2718,345,83,158,1228,2023-08-21,2023,8,Aug,34,Monday,8,3,Morning (6-11),3304,10.06,81.97,3.06,Average
POST_0306,2023-05-27 22:22:00,Instagram,Image,Tutorial,14511,12601,1480,97,137,35,327,2023-05-27,2023,5,May,21,Saturday,22,2,Night (22-5),1749,13.88,86.84,2.25,Average
POST_0307,2023-08-05 14:35:00,Facebook,Video,Tutorial,22913,18199,2216,146,153,0,369,2023-08-05,2023,8,Aug,31,Saturday,14,3,Afternoon (12-16),2515,13.82,79.43,1.61,Average
POST_0308,2023-12-23 21:24:00,Instagram,Video,Festive/Seasonal,78348,63702,19200,2688,1153,1159,1163,2023-12-23,2023,12,Dec,51,Saturday,21,4,Evening (17-21),24200,37.99,81.31,1.48,High Performer
POST_0309,2023-10-12 05:27:00,Facebook,Carousel,Festive/Seasonal,14856,12621,2403,388,226,0,289,2023-10-12,2023,10,Oct,41,Thursday,5,4,Night (22-5),3017,23.9,84.96,1.95,High Performer
POST_0310,2023-12-05 19:11:00,Facebook,Image,Behind the Scenes,13661,10868,908,116,72,0,333,2023-12-05,2023,12,Dec,49,Tuesday,19,4,Evening (17-21),1096,10.08,79.55,2.44,Average
POST_0311,2023-09-07 01:43:00,Instagram,Reel,Promotion/Sale,25282,17334,6168,585,251,132,509,2023-09-07,2023,9,Sep,36,Thursday,1,3,Night (22-5),7136,41.17,68.56,2.01,High Performer
POST_0312,2023-03-21 02:37:00,Instagram,Story,Tutorial,10603,7794,320,33,16,19,219,2023-03-21,2023,3,Mar,12,Tuesday,2,1,Night (22-5),388,4.98,73.51,2.07,Needs Improvement
POST_0313,2023-04-08 11:42:00,Instagram,Image,Behind the Scenes,15799,12062,1375,93,87,29,303,2023-04-08,2023,4,Apr,14,Saturday,11,2,Morning (6-11),1584,13.13,76.35,1.92,Average
POST_0314,2023-06-01 10:24:00,Instagram,Image,User Generated Content,18156,13545,700,37,40,20,144,2023-06-01,2023,6,Jun,22,Thursday,10,2,Morning (6-11),797,5.88,74.6,0.79,Needs Improvement
POST_0315,2023-04-22 14:05:00,Instagram,Story,Tutorial,12050,10544,467,81,24,34,296,2023-04-22,2023,4,Apr,16,Saturday,14,2,Afternoon (12-16),606,5.75,87.5,2.46,Needs Improvement
POST_0316,2023-01-30 10:49:00,Twitter,Reel,Behind the Scenes,23147,20739,4185,732,239,0,447,2023-01-30,2023,1,Jan,5,Monday,10,1,Morning (6-11),5156,24.86,89.6,1.93,High Performer
POST_0317,2023-10-24 07:39:00,Instagram,Image,Promotion/Sale,19561,15422,1542,229,136,71,294,2023-10-24,2023,10,Oct,43,Tuesday,7,4,Morning (6-11),1978,12.83,78.84,1.5,Average
POST_0318,2023-10-05 12:18:00,Instagram,Image,Tutorial,9552,6673,357,33,17,27,178,2023-10-05,2023,10,Oct,40,Thursday,12,4,Afternoon (12-16),434,6.5,69.86,1.86,Needs Improvement
POST_0319,2023-02-01 09:51:00,Twitter,Video,Behind the Scenes,17036,12964,3270,371,190,0,516,2023-02-01,2023,2,Feb,5,Wednesday,9,1,Morning (6-11),3831,29.55,76.1,3.03,High Performer
POST_0320,2023-06-10 03:15:00,Facebook,Reel,User Generated Content,21753,17529,4798,627,211,0,383,2023-06-10,2023,6,Jun,23,Saturday,3,2,Night (22-5),5636,32.15,80.58,1.76,High Performer
POST_0321,2023-01-30 16:45:00,Facebook,Image,Festive/Seasonal,9219,6517,915,153,73,0,169,2023-01-30,2023,1,Jan,5,Monday,16,1,Afternoon (12-16),1141,17.51,70.69,1.83,Average
POST_0322,2023-01-26 14:04:00,Facebook,Video,Product Launch,45158,30827,8911,590,762,0,563,2023-01-26,2023,1,Jan,4,Thursday,14,1,Afternoon (12-16),10263,33.29,68.26,1.25,High Performer
POST_0323,2023-10-27 13:05:00,Instagram,Story,User Generated Content,26159,20164,1979,250,111,73,324,2023-10-27,2023,10,Oct,43,Friday,13,4,Afternoon (12-16),2413,11.97,77.08,1.24,Average
POST_0324,2023-09-02 08:17:00,Instagram,Image,Tutorial,30420,22712,2204,251,155,158,895,2023-09-02,2023,9,Sep,35,Saturday,8,3,Morning (6-11),2768,12.19,74.66,2.94,Average
POST_0325,2023-09-15 07:09:00,Facebook,Reel,Festive/Seasonal,87737,69608,25946,1973,976,0,2479,2023-09-15,2023,9,Sep,37,Friday,7,3,Morning (6-11),28895,41.51,79.34,2.83,High Performer
POST_0326,2023-09-29 23:24:00,Instagram,Image,User Generated Content,11437,9855,1317,76,120,61,249,2023-09-29,2023,9,Sep,39,Friday,23,3,Night (22-5),1574,15.97,86.17,2.18,Average
POST_0327,2023-03-22 01:45:00,Instagram,Image,User Generated Content,6329,4868,555,79,43,15,92,2023-03-22,2023,3,Mar,12,Wednesday,1,1,Night (22-5),692,14.22,76.92,1.45,Average
POST_0328,2023-01-30 06:50:00,Instagram,Reel,Behind the Scenes,30439,25906,5164,399,501,106,1034,2023-01-30,2023,1,Jan,5,Monday,6,1,Morning (6-11),6170,23.82,85.11,3.4,Average
POST_0329,2023-09-18 22:40:00,Instagram,Carousel,Behind the Scenes,17804,11636,2074,328,169,59,379,2023-09-18,2023,9,Sep,38,Monday,22,3,Night (22-5),2630,22.6,65.36,2.13,Average
POST_0330,2023-02-11 19:09:00,Instagram,Image,Promotion/Sale,44103,35927,4366,698,318,110,884,2023-02-11,2023,2,Feb,6,Saturday,19,1,Evening (17-21),5492,15.29,81.46,2.0,Average
POST_0331,2023-04-06 19:47:00,Twitter,Reel,Behind the Scenes,24755,16499,3585,230,310,0,634,2023-04-06,2023,4,Apr,14,Thursday,19,2,Evening (17-21),4125,25.0,66.65,2.56,High Performer
POST_0332,2023-02-05 08:24:00,Instagram,Image,User Generated Content,12527,11133,1092,97,38,54,376,2023-02-05,2023,2,Feb,5,Sunday,8,1,Morning (6-11),1281,11.51,88.87,3.0,Average
POST_0333,2023-11-01 04:20:00,Instagram,Video,Tutorial,14509,10892,1940,155,96,132,412,2023-11-01,2023,11,Nov,44,Wednesday,4,4,Night (22-5),2323,21.33,75.07,2.84,Average
POST_0334,2023-02-04 12:23:00,Twitter,Reel,Promotion/Sale,19456,17053,3586,401,164,0,498,2023-02-04,2023,2,Feb,5,Saturday,12,1,Afternoon (12-16),4151,24.34,87.65,2.56,High Performer
POST_0335,2023-12-12 10:06:00,Twitter,Image,Behind the Scenes,3965,3219,192,31,12,0,75,2023-12-12,2023,12,Dec,50,Tuesday,10,4,Morning (6-11),235,7.3,81.19,1.89,Needs Improvement
POST_0336,2023-05-01 04:05:00,Instagram,Image,Promotion/Sale,15402,12417,681,94,31,42,430,2023-05-01,2023,5,May,18,Monday,4,2,Night (22-5),848,6.83,80.62,2.79,Needs Improvement
POST_0337,2023-07-26 13:00:00,Twitter,Text,Promotion/Sale,4344,2978,182,15,11,0,55,2023-07-26,2023,7,Jul,30,Wednesday,13,3,Afternoon (12-16),208,6.98,68.55,1.27,Needs Improvement
POST_0338,2023-03-03 07:19:00,Twitter,Image,User Generated Content,7712,6226,331,48,17,0,62,2023-03-03,2023,3,Mar,9,Friday,7,1,Morning (6-11),396,6.36,80.73,0.8,Needs Improvement
POST_0339,2023-10-19 13:28:00,Facebook,Reel,Promotion/Sale,25796,21326,3071,488,92,0,371,2023-10-19,2023,10,Oct,42,Thursday,13,4,Afternoon (12-16),3651,17.12,82.67,1.44,Average
POST_0340,2023-05-07 16:23:00,Instagram,Image,Festive/Seasonal,17107,12472,720,69,35,50,241,2023-05-07,2023,5,May,18,Sunday,16,2,Afternoon (12-16),874,7.01,72.91,1.41,Needs Improvement
POST_0341,2023-10-24 09:48:00,Facebook,Image,Behind the Scenes,19533,17139,1443,253,52,0,524,2023-10-24,2023,10,Oct,43,Tuesday,9,4,Morning (6-11),1748,10.2,87.74,2.68,Average
POST_0342,2023-11-01 09:17:00,Facebook,Story,Product Launch,15588,11642,949,134,28,0,174,2023-11-01,2023,11,Nov,44,Wednesday,9,4,Morning (6-11),1111,9.54,74.69,1.12,Average
POST_0343,2023-01-21 19:06:00,Instagram,Image,Product Launch,56256,47269,6583,930,334,173,1581,2023-01-21,2023,1,Jan,3,Saturday,19,1,Evening (17-21),8020,16.97,84.02,2.81,Average
POST_0344,2023-11-14 10:08:00,Instagram,Image,Product Launch,19355,12813,1057,184,68,48,304,2023-11-14,2023,11,Nov,46,Tuesday,10,4,Morning (6-11),1357,10.59,66.2,1.57,Average
POST_0345,2023-02-11 11:05:00,Instagram,Image,Tutorial,9934,6587,801,83,70,56,107,2023-02-11,2023,2,Feb,6,Saturday,11,1,Morning (6-11),1010,15.33,66.31,1.08,Average
POST_0346,2023-08-03 02:11:00,Twitter,Carousel,User Generated Content,6368,4891,972,75,75,0,138,2023-08-03,2023,8,Aug,31,Thursday,2,3,Night (22-5),1122,22.94,76.81,2.17,Average
POST_0347,2023-12-03 08:27:00,Instagram,Text,Promotion/Sale,15219,12702,497,66,28,31,202,2023-12-03,2023,12,Dec,48,Sunday,8,4,Morning (6-11),622,4.9,83.46,1.33,Needs Improvement
POST_0348,2023-10-26 10:28:00,Facebook,Carousel,Tutorial,17801,12849,1605,92,60,0,327,2023-10-26,2023,10,Oct,43,Thursday,10,4,Morning (6-11),1757,13.67,72.18,1.84,Average
POST_0349,2023-10-17 09:35:00,Twitter,Story,Promotion/Sale,3884,2892,174,9,6,0,64,2023-10-17,2023,10,Oct,42,Tuesday,9,4,Morning (6-11),189,6.54,74.46,1.65,Needs Improvement
POST_0350,2023-09-25 15:35:00,Facebook,Story,Behind the Scenes,5885,4420,328,41,10,0,105,2023-09-25,2023,9,Sep,39,Monday,15,3,Afternoon (12-16),379,8.57,75.11,1.78,Needs Improvement
POST_0351,2023-06-11 08:32:00,Facebook,Story,Product Launch,18423,13411,1230,185,81,0,526,2023-06-11,2023,6,Jun,23,Sunday,8,2,Morning (6-11),1496,11.16,72.79,2.86,Average
POST_0352,2023-05-14 09:26:00,Instagram,Carousel,User Generated Content,27711,18129,3315,513,127,119,190,2023-05-14,2023,5,May,19,Sunday,9,2,Morning (6-11),4074,22.47,65.42,0.69,Average
POST_0353,2023-04-15 22:06:00,Instagram,Video,Product Launch,37721,27801,5428,272,276,319,1090,2023-04-15,2023,4,Apr,15,Saturday,22,2,Night (22-5),6295,22.64,73.7,2.89,Average
POST_0355,2023-06-10 22:05:00,Facebook,Story,Festive/Seasonal,4104,2920,206,30,13,0,34,2023-06-10,2023,6,Jun,23,Saturday,22,2,Night (22-5),249,8.53,71.15,0.83,Needs Improvement
POST_0356,2023-05-03 11:22:00,Instagram,Story,Behind the Scenes,14821,13126,1214,217,82,94,161,2023-05-03,2023,5,May,18,Wednesday,11,2,Morning (6-11),1607,12.24,88.56,1.09,Average
POST_0357,2023-05-16 17:35:00,Instagram,Image,User Generated Content,6283,4305,463,70,32,13,147,2023-05-16,2023,5,May,20,Tuesday,17,2,Evening (17-21),578,13.43,68.52,2.34,Average
POST_0358,2023-07-22 09:05:00,Instagram,Reel,Product Launch,82233,61431,18464,1547,1000,1385,1149,2023-07-22,2023,7,Jul,29,Saturday,9,3,Morning (6-11),22396,36.46,74.7,1.4,High Performer
POST_0359,2023-03-09 10:38:00,Instagram,Image,Festive/Seasonal,19791,13171,818,41,60,38,184,2023-03-09,2023,3,Mar,10,Thursday,10,1,Morning (6-11),957,7.27,66.55,0.93,Needs Improvement
POST_0360,2023-12-10 03:38:00,Twitter,Reel,Product Launch,19227,15043,2857,328,221,0,184,2023-12-10,2023,12,Dec,49,Sunday,3,4,Night (22-5),3406,22.64,78.24,0.96,Average
POST_0361,2023-11-27 10:50:00,Facebook,Video,User Generated Content,22879,17997,3760,209,156,0,420,2023-11-27,2023,11,Nov,48,Monday,10,4,Morning (6-11),4125,22.92,78.66,1.84,Average
POST_0362,2023-06-03 09:20:00,Instagram,Carousel,Tutorial,25882,17146,3317,588,283,236,295,2023-06-03,2023,6,Jun,22,Saturday,9,2,Morning (6-11),4424,25.8,66.25,1.14,High Performer
POST_0363,2023-08-23 02:55:00,Instagram,Image,Promotion/Sale,8320,6642,365,47,36,11,224,2023-08-23,2023,8,Aug,34,Wednesday,2,3,Night (22-5),459,6.91,79.83,2.69,Needs Improvement
POST_0364,2023-06-11 20:24:00,Instagram,Image,User Generated Content,49205,43591,6110,719,601,399,647,2023-06-11,2023,6,Jun,23,Sunday,20,2,Evening (17-21),7829,17.96,88.59,1.31,Average
POST_0365,2023-02-07 19:00:00,Facebook,Image,Promotion/Sale,19117,15487,1734,123,120,0,513,2023-02-07,2023,2,Feb,6,Tuesday,19,1,Evening (17-21),1977,12.77,81.01,2.68,Average
POST_0366,2023-01-05 07:18:00,Twitter,Image,Behind the Scenes,10373,6773,330,31,31,0,114,2023-01-05,2023,1,Jan,1,Thursday,7,1,Morning (6-11),392,5.79,65.29,1.1,Needs Improvement
POST_0367,2023-08-23 19:26:00,Instagram,Video,Product Launch,41590,35851,9868,615,592,214,875,2023-08-23,2023,8,Aug,34,Wednesday,19,3,Evening (17-21),11289,31.49,86.2,2.1,High Performer
POST_0368,2023-11-15 02:24:00,Instagram,Reel,Behind the Scenes,47253,32114,6485,659,611,516,364,2023-11-15,2023,11,Nov,46,Wednesday,2,4,Night (22-5),8271,25.76,67.96,0.77,High Performer
POST_0370,2023-02-21 13:05:00,Instagram,Reel,User Generated Content,102846,73303,19967,1929,1516,687,1154,2023-02-21,2023,2,Feb,8,Tuesday,13,1,Afternoon (12-16),24099,32.88,71.27,1.12,High Performer
POST_0371,2023-02-07 06:46:00,Twitter,Reel,Product Launch,3910,2576,445,72,22,0,99,2023-02-07,2023,2,Feb,6,Tuesday,6,1,Morning (6-11),539,20.92,65.88,2.53,Average
POST_0372,2023-10-03 19:57:00,Instagram,Image,Tutorial,33418,25369,2630,308,218,97,522,2023-10-03,2023,10,Oct,40,Tuesday,19,4,Evening (17-21),3253,12.82,75.91,1.56,Average
POST_0373,2023-04-20 09:35:00,Facebook,Story,Festive/Seasonal,19442,14952,1073,82,76,0,233,2023-04-20,2023,4,Apr,16,Thursday,9,2,Morning (6-11),1231,8.23,76.91,1.2,Needs Improvement
POST_0374,2023-09-17 22:57:00,Instagram,Reel,Promotion/Sale,33337,28795,5212,308,181,398,725,2023-09-17,2023,9,Sep,37,Sunday,22,3,Night (22-5),6099,21.18,86.38,2.17,Average
POST_0375,2023-05-16 15:15:00,Instagram,Story,Promotion/Sale,17444,12787,1098,164,83,31,463,2023-05-16,2023,5,May,20,Tuesday,15,2,Afternoon (12-16),1376,10.76,73.3,2.65,Average
POST_0376,2023-03-09 05:36:00,Instagram,Image,Promotion/Sale,12829,9244,821,45,31,54,92,2023-03-09,2023,3,Mar,10,Thursday,5,1,Night (22-5),951,10.29,72.06,0.72,Average
POST_0377,2023-06-28 03:33:00,Instagram,Image,Promotion/Sale,7009,6260,436,39,22,14,62,2023-06-28,2023,6,Jun,26,Wednesday,3,2,Night (22-5),511,8.16,89.31,0.88,Needs Improvement
POST_0378,2023-02-05 07:10:00,Instagram,Carousel,Behind the Scenes,28246,25187,2626,357,215,186,571,2023-02-05,2023,2,Feb,5,Sunday,7,1,Morning (6-11),3384,13.44,89.17,2.02,Average
POST_0379,2023-05-06 05:43:00,Instagram,Story,Promotion/Sale,9808,8377,411,40,38,28,331,2023-05-06,2023,5,May,18,Saturday,5,2,Night (22-5),517,6.17,85.41,3.37,Needs Improvement
POST_0380,2023-07-09 05:24:00,Instagram,Image,Behind the Scenes,13128,9823,1028,139,36,54,307,2023-07-09,2023,7,Jul,27,Sunday,5,3,Night (22-5),1257,12.8,74.82,2.34,Average
POST_0381,2023-05-26 19:10:00,Twitter,Image,Product Launch,13027,11568,602,50,43,0,218,2023-05-26,2023,5,May,21,Friday,19,2,Evening (17-21),695,6.01,88.8,1.67,Needs Improvement
POST_0382,2023-03-22 02:08:00,Facebook,Image,Tutorial,9826,8251,477,55,31,0,173,2023-03-22,2023,3,Mar,12,Wednesday,2,1,Night (22-5),563,6.82,83.97,1.76,Needs Improvement
POST_0383,2023-08-13 22:17:00,Instagram,Carousel,Festive/Seasonal,23030,20272,3487,504,314,127,693,2023-08-13,2023,8,Aug,32,Sunday,22,3,Night (22-5),4432,21.86,88.02,3.01,Average
POST_0384,2023-10-06 15:19:00,Facebook,Carousel,Behind the Scenes,10062,7409,891,157,80,0,229,2023-10-06,2023,10,Oct,40,Friday,15,4,Afternoon (12-16),1128,15.22,73.63,2.28,Average
POST_0385,2023-12-27 11:17:00,Instagram,Carousel,Promotion/Sale,33283,25763,3266,232,277,209,554,2023-12-27,2023,12,Dec,52,Wednesday,11,4,Morning (6-11),3984,15.46,77.41,1.66,Average
POST_0386,2023-06-04 13:31:00,Facebook,Carousel,Behind the Scenes,13025,11198,824,116,80,0,259,2023-06-04,2023,6,Jun,22,Sunday,13,2,Afternoon (12-16),1020,9.11,85.97,1.99,Needs Improvement
POST_0387,2023-11-10 14:09:00,Twitter,Image,Product Launch,12913,10157,1430,81,93,0,320,2023-11-10,2023,11,Nov,45,Friday,14,4,Afternoon (12-16),1604,15.79,78.66,2.48,Average
POST_0388,2023-12-01 17:04:00,Instagram,Text,Festive/Seasonal,7592,5275,329,40,19,9,189,2023-12-01,2023,12,Dec,48,Friday,17,4,Evening (17-21),397,7.53,69.48,2.49,Needs Improvement
POST_0389,2023-09-28 21:10:00,Facebook,Image,Behind the Scenes,13636,11834,1332,204,63,0,340,2023-09-28,2023,9,Sep,39,Thursday,21,3,Evening (17-21),1599,13.51,86.78,2.49,Average
POST_0390,2023-01-05 15:27:00,Instagram,Image,Tutorial,11889,10203,1377,71,106,31,270,2023-01-05,2023,1,Jan,1,Thursday,15,1,Afternoon (12-16),1585,15.53,85.82,2.27,Average
POST_0391,2023-12-08 23:17:00,Instagram,Image,User Generated Content,8711,7015,561,81,32,13,235,2023-12-08,2023,12,Dec,49,Friday,23,4,Night (22-5),687,9.79,80.53,2.7,Average
POST_0392,2023-10-11 08:26:00,Instagram,Story,Product Launch,13136,9959,850,79,28,36,381,2023-10-11,2023,10,Oct,41,Wednesday,8,4,Morning (6-11),993,9.97,75.81,2.9,Average
POST_0393,2023-06-03 23:19:00,Facebook,Image,User Generated Content,13055,9135,805,118,29,0,167,2023-06-03,2023,6,Jun,22,Saturday,23,2,Night (22-5),952,10.42,69.97,1.28,Average
POST_0394,2023-12-06 08:30:00,Twitter,Reel,Tutorial,25901,19633,7440,437,493,0,301,2023-12-06,2023,12,Dec,49,Wednesday,8,4,Morning (6-11),8370,42.63,75.8,1.16,High Performer
POST_0395,2023-02-23 11:50:00,Facebook,Carousel,User Generated Content,21465,16220,1977,201,95,0,262,2023-02-23,2023,2,Feb,8,Thursday,11,1,Morning (6-11),2273,14.01,75.56,1.22,Average
POST_0396,2023-03-10 12:04:00,Twitter,Image,Product Launch,6961,4991,377,51,36,0,140,2023-03-10,2023,3,Mar,10,Friday,12,1,Afternoon (12-16),464,9.3,71.7,2.01,Needs Improvement
POST_0397,2023-05-16 15:23:00,Facebook,Text,Tutorial,2213,1769,95,12,4,0,18,2023-05-16,2023,5,May,20,Tuesday,15,2,Afternoon (12-16),111,6.27,79.94,0.81,Needs Improvement
POST_0398,2023-03-01 19:16:00,Instagram,Video,Behind the Scenes,114016,81261,21406,3036,1556,830,1473,2023-03-01,2023,3,Mar,9,Wednesday,19,1,Evening (17-21),26828,33.01,71.27,1.29,High Performer
POST_0399,2023-02-24 14:15:00,Instagram,Carousel,Product Launch,62893,42545,4011,693,327,292,684,2023-02-24,2023,2,Feb,8,Friday,14,1,Afternoon (12-16),5323,12.51,67.65,1.09,Average
POST_0400,2023-10-11 09:46:00,Instagram,Video,Product Launch,82210,67846,17934,1848,557,985,1193,2023-10-11,2023,10,Oct,41,Wednesday,9,4,Morning (6-11),21324,31.43,82.53,1.45,High Performer
POST_0401,2023-03-21 02:40:00,Twitter,Image,Promotion/Sale,4627,3978,262,36,25,0,51,2023-03-21,2023,3,Mar,12,Tuesday,2,1,Night (22-5),323,8.12,85.97,1.1,Needs Improvement
POST_0402,2023-05-20 11:31:00,Instagram,Carousel,Promotion/Sale,8034,6092,519,76,48,23,108,2023-05-20,2023,5,May,20,Saturday,11,2,Morning (6-11),666,10.93,75.83,1.34,Average
POST_0403,2023-05-25 01:38:00,Facebook,Image,Product Launch,4839,3858,412,54,19,0,121,2023-05-25,2023,5,May,21,Thursday,1,2,Night (22-5),485,12.57,79.73,2.5,Average
POST_0404,2023-11-06 09:39:00,Facebook,Video,Tutorial,21613,15125,4666,681,144,0,263,2023-11-06,2023,11,Nov,45,Monday,9,4,Morning (6-11),5491,36.3,69.98,1.22,High Performer
POST_0405,2023-04-18 08:12:00,Facebook,Reel,User Generated Content,32238,21458,5267,765,381,0,647,2023-04-18,2023,4,Apr,16,Tuesday,8,2,Morning (6-11),6413,29.89,66.56,2.01,High Performer
POST_0406,2023-06-25 15:29:00,Twitter,Image,Product Launch,1940,1722,221,34,19,0,65,2023-06-25,2023,6,Jun,25,Sunday,15,2,Afternoon (12-16),274,15.91,88.76,3.35,Average
POST_0407,2023-04-15 23:06:00,Instagram,Image,Product Launch,10859,9075,1078,126,37,45,341,2023-04-15,2023,4,Apr,15,Saturday,23,2,Night (22-5),1286,14.17,83.57,3.14,Average
POST_0408,2023-12-18 03:08:00,Twitter,Carousel,Tutorial,8128,6377,706,69,65,0,191,2023-12-18,2023,12,Dec,51,Monday,3,4,Night (22-5),840,13.17,78.46,2.35,Average
POST_0409,2023-11-21 14:19:00,Instagram,Story,Product Launch,18760,13358,1159,122,70,68,508,2023-11-21,2023,11,Nov,47,Tuesday,14,4,Afternoon (12-16),1419,10.62,71.2,2.71,Average
POST_0410,2023-05-16 09:00:00,Twitter,Carousel,Behind the Scenes,9969,8535,973,104,30,0,162,2023-05-16,2023,5,May,20,Tuesday,9,2,Morning (6-11),1107,12.97,85.62,1.63,Average
POST_0411,2023-09-16 14:25:00,Instagram,Image,Tutorial,19339,17052,991,148,58,58,303,2023-09-16,2023,9,Sep,37,Saturday,14,3,Afternoon (12-16),1255,7.36,88.17,1.57,Needs Improvement
POST_0412,2023-09-08 22:21:00,Instagram,Video,Product Launch,18271,12609,1611,119,123,117,434,2023-09-08,2023,9,Sep,36,Friday,22,3,Night (22-5),1970,15.62,69.01,2.38,Average
POST_0413,2023-05-09 19:53:00,Instagram,Story,Promotion/Sale,14589,10612,573,67,38,23,218,2023-05-09,2023,5,May,19,Tuesday,19,2,Evening (17-21),701,6.61,72.74,1.49,Needs Improvement
POST_0414,2023-01-27 01:39:00,Instagram,Video,Promotion/Sale,45881,38876,7034,1187,680,278,802,2023-01-27,2023,1,Jan,4,Friday,1,1,Night (22-5),9179,23.61,84.73,1.75,Average
POST_0415,2023-02-17 21:24:00,Instagram,Story,Tutorial,37581,25391,1632,199,106,51,908,2023-02-17,2023,2,Feb,7,Friday,21,1,Evening (17-21),1988,7.83,67.56,2.42,Needs Improvement
POST_0416,2023-11-21 14:51:00,Facebook,Image,Tutorial,18363,15782,2058,303,125,0,446,2023-11-21,2023,11,Nov,47,Tuesday,14,4,Afternoon (12-16),2486,15.75,85.94,2.43,Average
POST_0417,2023-08-05 06:55:00,Instagram,Image,Promotion/Sale,8908,7335,513,33,21,10,231,2023-08-05,2023,8,Aug,31,Saturday,6,3,Morning (6-11),577,7.87,82.34,2.59,Needs Improvement
POST_0418,2023-05-22 14:21:00,Twitter,Reel,Promotion/Sale,22505,17525,2967,180,92,0,262,2023-05-22,2023,5,May,21,Monday,14,2,Afternoon (12-16),3239,18.48,77.87,1.16,Average
POST_0419,2023-01-23 12:28:00,Instagram,Video,Product Launch,41211,27872,4509,529,327,156,326,2023-01-23,2023,1,Jan,4,Monday,12,1,Afternoon (12-16),5521,19.81,67.63,0.79,Average
POST_0420,2023-01-02 22:21:00,Facebook,Reel,Behind the Scenes,22182,15717,2895,505,211,0,419,2023-01-02,2023,1,Jan,1,Monday,22,1,Night (22-5),3611,22.98,70.85,1.89,Average
POST_0421,2023-06-20 11:27:00,Instagram,Reel,Tutorial,25271,20826,6409,463,416,286,752,2023-06-20,2023,6,Jun,25,Tuesday,11,2,Morning (6-11),7574,36.37,82.41,2.98,High Performer
POST_0422,2023-03-08 20:52:00,Facebook,Image,Promotion/Sale,14564,11405,673,86,25,0,229,2023-03-08,2023,3,Mar,10,Wednesday,20,1,Evening (17-21),784,6.87,78.31,1.57,Needs Improvement
POST_0423,2023-11-23 20:52:00,Twitter,Story,Promotion/Sale,5699,4262,428,32,28,0,96,2023-11-23,2023,11,Nov,47,Thursday,20,4,Evening (17-21),488,11.45,74.79,1.68,Average
POST_0424,2023-05-15 23:55:00,Instagram,Story,Product Launch,3510,2977,121,13,8,6,91,2023-05-15,2023,5,May,20,Monday,23,2,Night (22-5),148,4.97,84.81,2.59,Needs Improvement
POST_0425,2023-03-24 02:41:00,Facebook,Reel,User Generated Content,34859,29816,10253,1159,547,0,1006,2023-03-24,2023,3,Mar,12,Friday,2,1,Night (22-5),11959,40.11,85.53,2.89,High Performer
POST_0426,2023-08-15 15:38:00,Facebook,Image,Festive/Seasonal,11225,7811,1016,167,63,0,95,2023-08-15,2023,8,Aug,33,Tuesday,15,3,Afternoon (12-16),1246,15.95,69.59,0.85,Average
POST_0427,2023-10-10 01:08:00,Twitter,Reel,Tutorial,23296,16327,2369,388,135,0,428,2023-10-10,2023,10,Oct,41,Tuesday,1,4,Night (22-5),2892,17.71,70.08,1.84,Average
POST_0428,2023-12-28 17:19:00,Facebook,Video,Behind the Scenes,29199,19465,5006,298,281,0,664,2023-12-28,2023,12,Dec,52,Thursday,17,4,Evening (17-21),5585,28.69,66.66,2.27,High Performer
POST_0429,2023-08-07 23:20:00,Twitter,Image,Product Launch,1960,1445,121,7,6,0,34,2023-08-07,2023,8,Aug,32,Monday,23,3,Night (22-5),134,9.27,73.72,1.73,Needs Improvement
POST_0430,2023-10-15 13:38:00,Instagram,Reel,Festive/Seasonal,86145,70137,21703,1108,981,1295,1719,2023-10-15,2023,10,Oct,41,Sunday,13,4,Afternoon (12-16),25087,35.77,81.42,2.0,High Performer
POST_0431,2023-01-05 14:44:00,Facebook,Story,User Generated Content,5732,4824,376,57,31,0,164,2023-01-05,2023,1,Jan,1,Thursday,14,1,Afternoon (12-16),464,9.62,84.16,2.86,Average
POST_0432,2023-02-27 09:12:00,Facebook,Image,Tutorial,26827,18378,2066,269,169,0,277,2023-02-27,2023,2,Feb,9,Monday,9,1,Morning (6-11),2504,13.62,68.51,1.03,Average
POST_0433,2023-02-08 21:30:00,Facebook,Text,Festive/Seasonal,13499,11839,715,91,54,0,434,2023-02-08,2023,2,Feb,6,Wednesday,21,1,Evening (17-21),860,7.26,87.7,3.22,Needs Improvement
POST_0434,2023-12-20 09:20:00,Instagram,Reel,Tutorial,86185,69645,11704,1306,938,424,1119,2023-12-20,2023,12,Dec,51,Wednesday,9,4,Morning (6-11),14372,20.64,80.81,1.3,Average
