post_id,post_datetime,platform,content_type,category,impressions,reach,likes,comments,shares,saves,link_clicks
POST_0256,2023-02-19 04:52:00,Instagram,Image,Promotion/Sale,12328,9044,456,24,40,16.0,231
POST_0257,2023-12-04 02:45:00,Facebook,Reel,User Generated Content,17807,13487,4739,755,203,0.0,459
POST_0258,2023-08-09 22:52:00,Instagram,Image,Behind the Scenes,12195,9399,571,34,46,28.0,217
POST_0259,2023-07-01 13:25:00,Instagram,Story,Promotion/Sale,11856,9515,435,64,33,33.0,114
POST_0260,2023-08-05 16:59:00,Facebook,Carousel,Behind the Scenes,7162,5160,565,46,52,0.0,90
POST_0261,2023-07-30 10:04:00,Facebook,Video,User Generated Content,22872,19308,2445,277,79,0.0,229
POST_0262,2023-08-28 21:19:00,Facebook,Video,User Generated Content,58740,40225,9302,962,505,0.0,1488
POST_0263,2023-01-28 22:10:00,Instagram,Image,User Generated Content,20435,13549,1195,100,96,94.0,239
POST_0264,2023-12-11 10:36:00,Instagram,Image,User Generated Content,17295,12098,1237,136,121,69.0,247
POST_0265,2023-12-01 21:15:00,Twitter,Image,Behind the Scenes,13089,10344,1016,65,91,0.0,327
POST_0266,2023-11-27 01:36:00,Facebook,Story,Promotion/Sale,2667,2205,165,10,10,,54
POST_0267,2023-02-20 08:53:00,Instagram,Reel,Product Launch,83713,63030,18571,2245,638,942.0,2155
POST_0268,2023-02-01 08:54:00,Facebook,Story,Tutorial,16980,11257,1042,79,50,0.0,168
POST_0269,2023-07-26 03:24:00,Instagram,Story,Product Launch,12512,8773,870,142,79,29.0,206
POST_0270,2023-06-23 12:43:00,Instagram,Image,Product Launch,30365,25597,1295,75,80,96.0,669
POST_0271,2023-02-25 05:57:00,Facebook,Image,Promotion/Sale,8439,7219,610,92,59,0.0,116
POST_0272,2023-05-08 12:34:00,Facebook,Image,Behind the Scenes,15526,11206,1390,173,103,0.0,380
POST_0273,2023-04-09 20:21:00,Twitter,Story,User Generated Content,9710,6694,576,88,30,0.0,239
POST_0274,2023-04-08 09:24:00,Facebook,Image,Behind the Scenes,28835,20738,2953,201,130,0.0,321
POST_0275,2023-10-02 13:48:00,Instagram,Image,Behind the Scenes,13999,10640,1139,69,104,77.0,267
POST_0276,2023-08-18 03:47:00,Facebook,Image,Promotion/Sale,15858,11963,1704,233,126,0.0,179
POST_0277,2023-03-13 08:08:00,Twitter,Story,User Generated Content,4636,3028,231,27,18,0.0,111
POST_0278,2023-08-05 07:50:00,Instagram,Image,Festive/Seasonal,17930,14933,985,159,86,51.0,467
POST_0279,2023-04-04 10:44:00,Facebook,Carousel,Promotion/Sale,17222,13171,1626,185,143,0.0,264
POST_0280,2023-05-23 13:46:00,Instagram,Reel,User Generated Content,22410,18555,6298,397,294,179.0,379
POST_0281,2023-08-25 19:05:00,Instagram,Image,Tutorial,47266,38060,3114,496,196,245.0,1104
POST_0282,2023-05-08 15:32:00,Instagram,Reel,Behind the Scenes,18203,14909,3149,438,109,96.0,531
POST_0283,2023-02-08 16:47:00,Facebook,Carousel,Promotion/Sale,10866,8809,1514,176,77,0.0,144
POST_0284,2023-08-15 13:22:00,Facebook,Reel,Behind the Scenes,16049,11651,3439,591,312,0.0,384
POST_0285,2023-10-09 14:03:00,Twitter,Story,Behind the Scenes,4876,4275,360,44,13,0.0,100
POST_0286,2023-02-20 16:06:00,Facebook,Video,User Generated Content,23951,20744,4863,483,478,0.0,276
POST_0287,2023-01-26 17:27:00,Facebook,Reel,Product Launch,27047,23788,4750,767,239,0.0,887
POST_0288,2023-11-30 00:14:00,Instagram,Story,Festive/Seasonal,12712,10820,403,70,32,15.0,377
POST_0289,2023-10-04 07:53:00,Instagram,Reel,Festive/Seasonal,48840,40338,10746,672,504,222.0,970
POST_0290,2023-01-08 19:04:00,Twitter,Reel,User Generated Content,20236,16180,3302,293,270,0.0,185
POST_0291,2023-02-17 21:21:00,Facebook,Image,Promotion/Sale,35286,24570,1365,110,116,0.0,271
POST_0292,2023-05-02 09:38:00,Facebook,Reel,Festive/Seasonal,79322,71299,24744,2914,852,0.0,2491
POST_0293,2023-03-27 06:49:00,Instagram,Story,Promotion/Sale,4143,3635,306,48,28,16.0,92
POST_0294,2023-07-28 04:39:00,Instagram,Story,Tutorial,9527,6947,467,70,33,34.0,161
POST_0295,2023-09-06 16:38:00,Instagram,Image,Tutorial,19421,16035,1135,132,42,48.0,394
POST_0296,2023-09-04 02:25:00,Instagram,Story,User Generated Content,14821,13155,1042,152,68,60.0,159
POST_0297,2023-04-20 19:49:00,Instagram,Reel,Promotion/Sale,66398,43916,7195,618,705,286.0,1074
POST_0298,2023-07-25 23:20:00,Instagram,Reel,Behind the Scenes,16496,13241,2646,203,175,53.0,135
POST_0299,2023-01-31 03:01:00,Facebook,Text,User Generated Content,5639,4471,217,19,20,0.0,97
POST_0300,2023-03-26 13:40:00,Twitter,Image,Festive/Seasonal,3471,2791,164,15,10,0.0,101
POST_0301,2023-07-14 09:17:00,Twitter,Reel,Product Launch,63258,43197,8567,867,509,0.0,964
POST_0302,2023-01-02 11:50:00,Facebook,Video,Behind the Scenes,30274,25082,6224,561,545,0.0,969
POST_0303,2023-07-19 05:28:00,Facebook,Text,Promotion/Sale,2825,1878,99,13,3,0.0,40
POST_0304,2023-05-16 08:31:00,Instagram,Story,Product Launch,22119,16418,734,76,60,17.0,203
POST_0305,2023-08-21 08:14:00,Instagram,Image,Tutorial,40079,32851,2718,345,83,158.0,1228
POST_0306,2023-05-27 22:22:00,Instagram,Image,Tutorial,14511,12601,1480,97,137,35.0,327
POST_0307,2023-08-05 14:35:00,Facebook,Video,Tutorial,22913,18199,2216,146,153,0.0,369
POST_0308,2023-12-23 21:24:00,Instagram,Video,Festive/Seasonal,78348,63702,19200,2688,1153,1159.0,1163
POST_0309,2023-10-12 05:27:00,Facebook,Carousel,Festive/Seasonal,14856,12621,2403,388,226,0.0,289
POST_0310,2023-12-05 19:11:00,Facebook,Image,Behind the Scenes,13661,10868,908,116,72,0.0,333
POST_0311,2023-09-07 01:43:00,Instagram,Reel,Promotion/Sale,25282,17334,6168,585,251,132.0,509
POST_0312,2023-03-21 02:37:00,Instagram,Story,Tutorial,10603,7794,320,33,16,19.0,219
POST_0313,2023-04-08 11:42:00,Instagram,Image,Behind the Scenes,15799,12062,1375,93,87,29.0,303
POST_0314,2023-06-01 10:24:00,Instagram,Image,User Generated Content,18156,13545,700,37,40,20.0,144
POST_0315,2023-04-22 14:05:00,Instagram,Story,Tutorial,12050,10544,467,81,24,34.0,296
POST_0316,2023-01-30 10:49:00,Twitter,Reel,Behind the Scenes,23147,20739,4185,732,239,0.0,447
POST_0317,2023-10-24 07:39:00,Instagram,Image,Promotion/Sale,19561,15422,1542,229,136,71.0,294
POST_0318,2023-10-05 12:18:00,Instagram,Image,Tutorial,9552,6673,357,33,17,27.0,178
POST_0319,2023-02-01 09:51:00,Twitter,Video,Behind the Scenes,17036,12964,3270,371,190,0.0,516
POST_0320,2023-06-10 03:15:00,Facebook,Reel,User Generated Content,21753,17529,4798,627,211,0.0,383
POST_0321,2023-01-30 16:45:00,Facebook,Image,Festive/Seasonal,9219,6517,915,153,73,0.0,169
POST_0322,2023-01-26 14:04:00,Facebook,Video,Product Launch,45158,30827,8911,590,762,0.0,563
POST_0323,2023-10-27 13:05:00,Instagram,Story,User Generated Content,26159,20164,1979,250,111,73.0,324
POST_0324,2023-09-02 08:17:00,Instagram,Image,Tutorial,30420,22712,2204,251,155,158.0,895
POST_0325,2023-09-15 07:09:00,Facebook,Reel,Festive/Seasonal,87737,69608,25946,1973,976,0.0,2479
POST_0326,2023-09-29 23:24:00,Instagram,Image,User Generated Content,11437,9855,1317,76,120,61.0,249
POST_0327,2023-03-22 01:45:00,Instagram,Image,User Generated Content,6329,4868,555,79,43,15.0,92
POST_0328,2023-01-30 06:50:00,Instagram,Reel,Behind the Scenes,30439,25906,5164,399,501,106.0,1034
POST_0329,2023-09-18 22:40:00,Instagram,Carousel,Behind the Scenes,17804,11636,2074,328,169,59.0,379
POST_0330,2023-02-11 19:09:00,Instagram,Image,Promotion/Sale,44103,35927,4366,698,318,110.0,884
POST_0331,2023-04-06 19:47:00,Twitter,Reel,Behind the Scenes,24755,16499,3585,230,310,,634
POST_0332,2023-02-05 08:24:00,Instagram,Image,User Generated Content,12527,11133,1092,97,38,54.0,376
POST_0333,2023-11-01 04:20:00,Instagram,Video,Tutorial,14509,10892,1940,155,96,132.0,412
POST_0334,2023-02-04 12:23:00,Twitter,Reel,Promotion/Sale,19456,17053,3586,401,164,0.0,498
POST_0335,2023-12-12 10:06:00,Twitter,Image,Behind the Scenes,3965,3219,192,31,12,0.0,75
POST_0336,2023-05-01 04:05:00,Instagram,Image,Promotion/Sale,15402,12417,681,94,31,42.0,430
POST_0337,2023-07-26 13:00:00,Twitter,Text,Promotion/Sale,4344,2978,182,15,11,0.0,55
POST_0338,2023-03-03 07:19:00,Twitter,Image,User Generated Content,7712,6226,331,48,17,0.0,62
POST_0339,2023-10-19 13:28:00,Facebook,Reel,Promotion/Sale,25796,21326,3071,488,92,0.0,371
POST_0340,2023-05-07 16:23:00,Instagram,Image,Festive/Seasonal,17107,12472,720,69,35,50.0,241
POST_0341,2023-10-24 09:48:00,Facebook,Image,Behind the Scenes,19533,17139,1443,253,52,0.0,524
POST_0342,2023-11-01 09:17:00,Facebook,Story,Product Launch,15588,11642,949,134,28,0.0,174
POST_0343,2023-01-21 19:06:00,Instagram,Image,Product Launch,56256,47269,6583,930,334,173.0,1581
POST_0344,2023-11-14 10:08:00,Instagram,Image,Product Launch,19355,12813,1057,184,68,48.0,304
POST_0345,2023-02-11 11:05:00,Instagram,Image,Tutorial,9934,6587,801,83,70,56.0,107
POST_0346,2023-08-03 02:11:00,Twitter,Carousel,User Generated Content,6368,4891,972,75,75,0.0,138
POST_0347,2023-12-03 08:27:00,Instagram,Text,Promotion/Sale,15219,12702,497,66,28,31.0,202
POST_0348,2023-10-26 10:28:00,Facebook,Carousel,Tutorial,17801,12849,1605,92,60,0.0,327
POST_0349,2023-10-17 09:35:00,Twitter,Story,Promotion/Sale,3884,2892,174,9,6,0.0,64
POST_0350,2023-09-25 15:35:00,Facebook,Story,Behind the Scenes,5885,4420,328,41,10,0.0,105
POST_0351,2023-06-11 08:32:00,Facebook,Story,Product Launch,18423,13411,1230,185,81,0.0,526
POST_0352,2023-05-14 09:26:00,Instagram,Carousel,User Generated Content,27711,18129,3315,513,127,119.0,190
POST_0353,2023-04-15 22:06:00,Instagram,Video,Product Launch,37721,27801,5428,272,276,319.0,1090
POST_0354,2023-12-09 05:01:00,Instagram,Reel,User Generated Content,42554,27911,9993,1517,845,474.0,612
POST_0355,2023-06-10 22:05:00,Facebook,Story,Festive/Seasonal,4104,2920,206,30,13,0.0,34
POST_0356,2023-05-03 11:22:00,Instagram,Story,Behind the Scenes,14821,13126,1214,217,82,94.0,161
POST_0357,2023-05-16 17:35:00,Instagram,Image,User Generated Content,6283,4305,463,70,32,13.0,147
POST_0358,2023-07-22 09:05:00,Instagram,Reel,Product Launch,82233,61431,18464,1547,1000,1385.0,1149
POST_0359,2023-03-09 10:38:00,Instagram,Image,Festive/Seasonal,19791,13171,818,41,60,38.0,184
POST_0360,2023-12-10 03:38:00,Twitter,Reel,Product Launch,19227,15043,2857,328,221,0.0,184
POST_0361,2023-11-27 10:50:00,Facebook,Video,User Generated Content,22879,17997,3760,209,156,0.0,420
POST_0362,2023-06-03 09:20:00,Instagram,Carousel,Tutorial,25882,17146,3317,588,283,236.0,295
POST_0363,2023-08-23 02:55:00,Instagram,Image,Promotion/Sale,8320,6642,365,47,36,11.0,224
POST_0364,2023-06-11 20:24:00,Instagram,Image,User Generated Content,49205,43591,6110,719,601,399.0,647
POST_0365,2023-02-07 19:00:00,Facebook,Image,Promotion/Sale,19117,15487,1734,123,120,,513
POST_0366,2023-01-05 07:18:00,Twitter,Image,Behind the Scenes,10373,6773,330,31,31,0.0,114
POST_0367,2023-08-23 19:26:00,Instagram,Video,Product Launch,41590,35851,9868,615,592,214.0,875
POST_0368,2023-11-15 02:24:00,Instagram,Reel,Behind the Scenes,47253,32114,6485,659,611,516.0,364
POST_0369,2023-10-16 15:49:00,Facebook,Reel,Behind the Scenes,17824,14946,5427,942,382,0.0,309
POST_0370,2023-02-21 13:05:00,Instagram,Reel,User Generated Content,102846,73303,19967,1929,1516,687.0,1154
POST_0371,2023-02-07 06:46:00,Twitter,Reel,Product Launch,3910,2576,445,72,22,0.0,99
POST_0372,2023-10-03 19:57:00,Instagram,Image,Tutorial,33418,25369,2630,308,218,97.0,522
POST_0373,2023-04-20 09:35:00,Facebook,Story,Festive/Seasonal,19442,14952,1073,82,76,0.0,233
POST_0374,2023-09-17 22:57:00,Instagram,Reel,Promotion/Sale,33337,28795,5212,308,181,398.0,725
POST_0375,2023-05-16 15:15:00,Instagram,Story,Promotion/Sale,17444,12787,1098,164,83,31.0,463
POST_0376,2023-03-09 05:36:00,Instagram,Image,Promotion/Sale,12829,9244,821,45,31,54.0,92
POST_0377,2023-06-28 03:33:00,Instagram,Image,Promotion/Sale,7009,6260,436,39,22,14.0,62
POST_0378,2023-02-05 07:10:00,Instagram,Carousel,Behind the Scenes,28246,25187,2626,357,215,186.0,571
POST_0379,2023-05-06 05:43:00,Instagram,Story,Promotion/Sale,9808,8377,411,40,38,28.0,331
POST_0380,2023-07-09 05:24:00,Instagram,Image,Behind the Scenes,13128,9823,1028,139,36,54.0,307
POST_0381,2023-05-26 19:10:00,Twitter,Image,Product Launch,13027,11568,602,50,43,0.0,218
POST_0382,2023-03-22 02:08:00,Facebook,Image,Tutorial,9826,8251,477,55,31,0.0,173
POST_0383,2023-08-13 22:17:00,Instagram,Carousel,Festive/Seasonal,23030,20272,3487,504,314,127.0,693
POST_0384,2023-10-06 15:19:00,Facebook,Carousel,Behind the Scenes,10062,7409,891,157,80,0.0,229
POST_0385,2023-12-27 11:17:00,Instagram,Carousel,Promotion/Sale,33283,25763,3266,232,277,209.0,554
POST_0386,2023-06-04 13:31:00,Facebook,Carousel,Behind the Scenes,13025,11198,824,116,80,0.0,259
POST_0387,2023-11-10 14:09:00,Twitter,Image,Product Launch,12913,10157,1430,81,93,0.0,320
POST_0388,2023-12-01 17:04:00,Instagram,Text,Festive/Seasonal,7592,5275,329,40,19,9.0,189
POST_0389,2023-09-28 21:10:00,Facebook,Image,Behind the Scenes,13636,11834,1332,204,63,0.0,340
POST_0390,2023-01-05 15:27:00,Instagram,Image,Tutorial,11889,10203,1377,71,106,31.0,270
POST_0391,2023-12-08 23:17:00,Instagram,Image,User Generated Content,8711,7015,561,81,32,13.0,235
POST_0392,2023-10-11 08:26:00,Instagram,Story,Product Launch,13136,9959,850,79,28,36.0,381
POST_0393,2023-06-03 23:19:00,Facebook,Image,User Generated Content,13055,9135,805,118,29,0.0,167
POST_0394,2023-12-06 08:30:00,Twitter,Reel,Tutorial,25901,19633,7440,437,493,0.0,301
POST_0395,2023-02-23 11:50:00,Facebook,Carousel,User Generated Content,21465,16220,1977,201,95,0.0,262
POST_0396,2023-03-10 12:04:00,Twitter,Image,Product Launch,6961,4991,377,51,36,0.0,140
POST_0397,2023-05-16 15:23:00,Facebook,Text,Tutorial,2213,1769,95,12,4,0.0,18
POST_0398,2023-03-01 19:16:00,Instagram,Video,Behind the Scenes,114016,81261,21406,3036,1556,830.0,1473
POST_0399,2023-02-24 14:15:00,Instagram,Carousel,Product Launch,62893,42545,4011,693,327,292.0,684
POST_0400,2023-10-11 09:46:00,Instagram,Video,Product Launch,82210,67846,17934,1848,557,985.0,1193
POST_0401,2023-03-21 02:40:00,Twitter,Image,Promotion/Sale,4627,3978,262,36,25,0.0,51
POST_0402,2023-05-20 11:31:00,Instagram,Carousel,Promotion/Sale,8034,6092,519,76,48,23.0,108
POST_0403,2023-05-25 01:38:00,Facebook,Image,Product Launch,4839,3858,412,54,19,0.0,121
POST_0404,2023-11-06 09:39:00,Facebook,Video,Tutorial,21613,15125,4666,681,144,0.0,263
POST_0405,2023-04-18 08:12:00,Facebook,Reel,User Generated Content,32238,21458,5267,765,381,0.0,647
POST_0406,2023-06-25 15:29:00,Twitter,Image,Product Launch,1940,1722,221,34,19,,65
POST_0407,2023-04-15 23:06:00,Instagram,Image,Product Launch,10859,9075,1078,126,37,45.0,341
POST_0408,2023-12-18 03:08:00,Twitter,Carousel,Tutorial,8128,6377,706,69,65,0.0,191
POST_0409,2023-11-21 14:19:00,Instagram,Story,Product Launch,18760,13358,1159,122,70,68.0,508
POST_0410,2023-05-16 09:00:00,Twitter,Carousel,Behind the Scenes,9969,8535,973,104,30,0.0,162
POST_0411,2023-09-16 14:25:00,Instagram,Image,Tutorial,19339,17052,991,148,58,58.0,303
POST_0412,2023-09-08 22:21:00,Instagram,Video,Product Launch,18271,12609,1611,119,123,117.0,434
POST_0413,2023-05-09 19:53:00,Instagram,Story,Promotion/Sale,14589,10612,573,67,38,23.0,218
POST_0414,2023-01-27 01:39:00,Instagram,Video,Promotion/Sale,45881,38876,7034,1187,680,278.0,802
POST_0415,2023-02-17 21:24:00,Instagram,Story,Tutorial,37581,25391,1632,199,106,51.0,908
POST_0416,2023-11-21 14:51:00,Facebook,Image,Tutorial,18363,15782,2058,303,125,0.0,446
POST_0417,2023-08-05 06:55:00,Instagram,Image,Promotion/Sale,8908,7335,513,33,21,10.0,231
POST_0418,2023-05-22 14:21:00,Twitter,Reel,Promotion/Sale,22505,17525,2967,180,92,,262
POST_0419,2023-01-23 12:28:00,Instagram,Video,Product Launch,41211,27872,4509,529,327,156.0,326
POST_0420,2023-01-02 22:21:00,Facebook,Reel,Behind the Scenes,22182,15717,2895,505,211,0.0,419
POST_0421,2023-06-20 11:27:00,Instagram,Reel,Tutorial,25271,20826,6409,463,416,286.0,752
POST_0422,2023-03-08 20:52:00,Facebook,Image,Promotion/Sale,14564,11405,673,86,25,0.0,229
POST_0423,2023-11-23 20:52:00,Twitter,Story,Promotion/Sale,5699,4262,428,32,28,0.0,96
POST_0424,2023-05-15 23:55:00,Instagram,Story,Product Launch,3510,2977,121,13,8,6.0,91
POST_0425,2023-03-24 02:41:00,Facebook,Reel,User Generated Content,34859,29816,10253,1159,547,0.0,1006
POST_0426,2023-08-15 15:38:00,Facebook,Image,Festive/Seasonal,11225,7811,1016,167,63,0.0,95
POST_0427,2023-10-10 01:08:00,Twitter,Reel,Tutorial,23296,16327,2369,388,135,0.0,428
POST_0428,2023-12-28 17:19:00,Facebook,Video,Behind the Scenes,29199,19465,5006,298,281,0.0,664
POST_0429,2023-08-07 23:20:00,Twitter,Image,Product Launch,1960,1445,121,7,6,0.0,34
POST_0430,2023-10-15 13:38:00,Instagram,Reel,Festive/Seasonal,86145,70137,21703,1108,981,1295.0,1719
POST_0431,2023-01-05 14:44:00,Facebook,Story,User Generated Content,5732,4824,376,57,31,0.0,164
POST_0432,2023-02-27 09:12:00,Facebook,Image,Tutorial,26827,18378,2066,269,169,0.0,277
POST_0433,2023-02-08 21:30:00,Facebook,Text,Festive/Seasonal,13499,11839,715,91,54,0.0,434
POST_0434,2023-12-20 09:20:00,Instagram,Reel,Tutorial,86185,69645,11704,1306,938,424.0,1119
POST_0435,2023-03-18 19:11:00,Instagram,Carousel,Festive/Seasonal,23338,17648,3577,414,154,88.0,545
POST_0436,2023-10-07 16:25:00,Facebook,Reel,Promotion/Sale,17039,14576,4326,664,212,0.0,448
POST_0437,2023-01-19 01:20:00,Facebook,Video,Behind the Scenes,24418,17852,3077,230,241,0.0,295
POST_0438,2023-07-09 15:18:00,Twitter,Image,Behind the Scenes,5209,3730,416,64,35,0.0,122
POST_0439,2023-10-26 08:47:00,Instagram,Reel,User Generated Content,60024,39483,7677,417,702,265.0,1054
POST_0440,2023-10-10 08:44:00,Instagram,Story,Festive/Seasonal,13040,10649,631,105,58,24.0,394
POST_0441,2023-03-17 13:40:00,Facebook,Image,User Generated Content,14962,9976,569,102,30,0.0,323
POST_0442,2023-08-09 09:31:00,Facebook,Reel,Behind the Scenes,83025,71775,27518,2239,903,0.0,1603
POST_0443,2023-03-07 07:36:00,Twitter,Image,Tutorial,14490,10551,1169,93,36,0.0,347
POST_0444,2023-01-22 20:50:00,Twitter,Reel,Product Launch,29123,24480,3377,536,247,0.0,658
POST_0445,2023-06-07 22:15:00,Twitter,Reel,Promotion/Sale,16604,13204,5038,747,307,0.0,412
POST_0446,2023-07-06 14:20:00,Instagram,Image,Tutorial,20965,14826,1561,266,148,63.0,382
POST_0447,2023-01-21 05:24:00,Facebook,Video,Festive/Seasonal,25743,17076,3651,502,282,0.0,361
POST_0448,2023-07-03 02:17:00,Facebook,Video,Tutorial,37062,25640,5745,803,452,0.0,755
POST_0449,2023-04-18 16:52:00,Instagram,Image,Behind the Scenes,13103,10480,683,96,42,41.0,368
POST_0450,2023-12-16 21:50:00,Instagram,Video,Product Launch,38460,25183,7215,932,569,507.0,858
POST_0451,2023-05-08 08:25:00,Instagram,Video,Product Launch,70191,52676,7713,959,380,580.0,1448
POST_0452,2023-12-08 16:23:00,Facebook,Image,Festive/Seasonal,10896,8049,426,23,25,0.0,100
POST_0453,2023-02-22 16:07:00,Facebook,Reel,Behind the Scenes,40723,33179,6041,979,555,0.0,527
POST_0454,2023-07-01 04:59:00,Instagram,Video,Tutorial,41737,30118,8788,1578,282,648.0,863
POST_0455,2023-10-14 17:36:00,Instagram,Image,Promotion/Sale,18619,12392,993,58,97,68.0,440
POST_0456,2023-07-28 02:12:00,Twitter,Carousel,User Generated Content,11795,7917,1009,59,45,0.0,133
POST_0457,2023-11-14 13:37:00,Facebook,Image,Tutorial,5153,3565,221,39,18,0.0,139
POST_0458,2023-03-21 15:34:00,Instagram,Story,Festive/Seasonal,8779,6317,590,54,30,20.0,87
POST_0459,2023-05-02 08:11:00,Instagram,Video,Promotion/Sale,72157,48030,7644,1186,307,310.0,1726
POST_0460,2023-03-25 04:43:00,Instagram,Image,Festive/Seasonal,5742,3851,363,32,25,24.0,54
POST_0461,2023-04-01 17:49:00,Instagram,Carousel,Product Launch,11787,9500,1058,119,37,50.0,182
POST_0462,2023-07-31 22:35:00,Instagram,Image,Tutorial,28230,18751,1653,181,133,90.0,562
POST_0463,2023-01-13 23:01:00,Facebook,Video,Tutorial,17524,13747,4126,737,380,0.0,290
POST_0464,2023-04-02 21:46:00,Instagram,Image,Promotion/Sale,20592,15904,1895,216,120,133.0,331
POST_0465,2023-06-20 03:29:00,Twitter,Reel,Tutorial,9456,7219,2333,154,102,0.0,278
POST_0466,2023-07-30 16:45:00,Twitter,Reel,Behind the Scenes,9315,7376,2038,231,153,0.0,124
POST_0467,2023-12-09 12:13:00,Facebook,Image,User Generated Content,10482,7183,738,54,36,0.0,118
POST_0468,2023-05-08 00:28:00,Twitter,Image,User Generated Content,3432,2939,221,37,21,0.0,79
POST_0469,2023-05-17 08:51:00,Instagram,Reel,Festive/Seasonal,101788,75511,11347,1388,1011,768.0,1151
POST_0470,2023-03-23 22:18:00,Instagram,Reel,Festive/Seasonal,34108,24050,4421,723,209,158.0,240
POST_0471,2023-12-26 08:53:00,Facebook,Image,User Generated Content,24617,20618,1290,141,70,0.0,264
POST_0472,2023-02-25 19:44:00,Facebook,Story,Promotion/Sale,15984,14068,547,48,24,0.0,241
POST_0473,2023-07-15 06:04:00,Instagram,Reel,Behind the Scenes,33382,28045,4698,532,282,262.0,1121
POST_0474,2023-01-20 23:52:00,Facebook,Image,Product Launch,13749,10304,1313,94,42,0.0,166
POST_0475,2023-08-29 05:54:00,Facebook,Image,Promotion/Sale,10322,9059,878,101,29,0.0,100
POST_0476,2023-04-24 08:50:00,Instagram,Carousel,Tutorial,27629,20985,4046,286,128,189.0,359
POST_0477,2023-04-13 19:50:00,Instagram,Image,Product Launch,23405,16228,1370,211,78,89.0,223
POST_0478,2023-08-24 12:26:00,Twitter,Story,Festive/Seasonal,6622,4696,398,49,37,0.0,101
POST_0479,2023-06-29 13:43:00,Instagram,Image,User Generated Content,30762,21798,1768,95,172,106.0,828
POST_0480,2023-06-06 19:31:00,Instagram,Story,Behind the Scenes,20521,16475,1397,127,124,107.0,602
POST_0481,2023-04-27 13:08:00,Facebook,Story,User Generated Content,6879,6128,225,32,17,0.0,175
POST_0482,2023-04-25 16:40:00,Instagram,Carousel,Product Launch,37537,27325,3305,199,201,117.0,554
POST_0483,2023-01-13 21:19:00,Instagram,Story,User Generated Content,31127,20713,883,62,63,25.0,808
POST_0484,2023-12-04 14:15:00,Facebook,Image,Festive/Seasonal,10884,8439,604,67,46,0.0,274
POST_0485,2023-04-09 14:16:00,Instagram,Reel,Promotion/Sale,98210,83905,27000,1545,822,884.0,2509
POST_0486,2023-07-24 05:42:00,Facebook,Video,Product Launch,23980,17999,5582,928,522,0.0,349
POST_0487,2023-06-18 06:09:00,Instagram,Image,User Generated Content,6480,4511,364,38,32,9.0,144
POST_0488,2023-05-23 17:45:00,Facebook,Reel,Festive/Seasonal,28918,20878,5306,472,380,0.0,480
POST_0489,2023-02-05 15:27:00,Facebook,Story,Product Launch,6356,5296,441,75,38,0.0,142
POST_0490,2023-05-23 21:50:00,Facebook,Carousel,Promotion/Sale,36698,32095,4157,384,127,0.0,1116
POST_0491,2023-06-29 18:24:00,Instagram,Story,Product Launch,10571,8097,360,63,16,8.0,225
POST_0492,2023-11-25 01:04:00,Twitter,Reel,User Generated Content,16514,10868,3223,384,119,0.0,164
POST_0493,2023-09-18 09:28:00,Instagram,Reel,User Generated Content,80125,68481,26008,2178,2545,1193.0,1398
POST_0494,2023-07-24 18:38:00,Instagram,Carousel,Product Launch,10201,6765,1161,127,53,65.0,118
POST_0495,2023-12-14 22:30:00,Instagram,Image,Behind the Scenes,11513,9845,923,88,51,63.0,195
POST_0496,2023-10-02 14:37:00,Instagram,Story,Tutorial,13349,8959,623,70,55,20.0,191
POST_0497,2023-06-19 19:25:00,Instagram,Carousel,Festive/Seasonal,42865,32782,3791,649,145,288.0,1000
POST_0498,2023-01-15 19:34:00,Instagram,Carousel,Promotion/Sale,51425,33846,4754,489,196,282.0,1324
POST_0499,2023-03-01 07:32:00,Instagram,Image,Tutorial,19605,14790,875,113,83,52.0,181
POST_0500,2023-05-14 07:59:00,Instagram,Carousel,Product Launch,41187,32441,4219,668,367,239.0,687
POST_0501,2023-04-02 22:58:00,Instagram,Image,Promotion/Sale,9909,7464,842,114,29,36.0,115
POST_0502,2023-10-25 19:55:00,Twitter,Image,User Generated Content,5985,5128,266,27,11,0.0,186
POST_0503,2023-05-16 21:44:00,Facebook,Reel,Behind the Scenes,37585,31303,11684,919,1075,0.0,1190
POST_0504,2023-01-20 06:26:00,Instagram,Reel,Festive/Seasonal,56312,45548,13174,1349,1089,683.0,1381
POST_0505,2023-02-25 16:34:00,Instagram,Reel,Behind the Scenes,64960,44602,15219,1829,1356,698.0,953
POST_0506,2023-11-02 14:02:00,Instagram,Reel,Product Launch,81495,58089,19989,2257,1319,769.0,1579
POST_0507,2023-08-11 11:50:00,Twitter,Image,Behind the Scenes,3277,2135,303,53,17,0.0,68
POST_0508,2023-06-26 19:23:00,Instagram,Image,Product Launch,24222,19808,2482,429,143,166.0,356
POST_0509,2023-06-10 19:44:00,Facebook,Story,Behind the Scenes,24645,16760,1735,127,127,0.0,279
POST_0510,2023-08-12 12:57:00,Instagram,Image,Promotion/Sale,21166,16649,1465,103,61,66.0,544
POST_0511,2023-11-07 10:51:00,Twitter,Image,Behind the Scenes,1650,1345,142,10,6,0.0,14
POST_0512,2023-09-19 05:34:00,Instagram,Reel,Tutorial,47237,42214,6867,549,623,519.0,953
POST_0513,2023-03-01 06:38:00,Twitter,Text,Product Launch,634,504,12,1,0,0.0,5
